,Word,Count
13243,Rossello,2
6012,Wikileakes,2
38735,KEEMSTARx,2
24977,BenSasse,2
6014,ThePaul08,2
39339,wholeness,2
13236,taxesneed,2
39338,Strive,2
28611,SenSchumer,2
15009,tperkins,2
13239,Pastors,2
6016,suite,2
41524,Playmate,2
18596,BigBrett45,2
18598,passionateyou,2
31758,LEGAL,2
34218,obstacles,2
25909,agentvf,2
32122,CoastGuardFound,2
28634,vegas,2
25052,delegations,2
25114,overcoming,2
14773,MzInvestigator,2
30172,notes,2
6173,shelters,2
6174,closures,2
14769,WV,2
6176,routes,2
30003,dtmag,2
18918,Forcing,2
14883,Boost,2
6182,PAGE,2
34828,FIRE,2
22865,ABCWashington,2
6183,kissed,2
39241,Vermont,2
7239,CONGRESS,2
13342,physically,2
19493,arabinkid88,2
6165,grey,2
22872,MontelWilliams,2
14777,billclinton,2
14799,Retreat,2
6149,anti,2
22882,containing,2
25873,perpetrators,2
22881,AIPAC,2
32112,Boarcane,2
14792,Premieres,2
6151,culture,2
29032,nicethanks,2
6155,monuments,2
36418,jeromecorsi,2
18727,enjoyable,2
31805,Kushner,2
14781,stalker,2
7242,LAWS,2
22864,Shinzuc0u333,2
14744,Connecticuts,2
14743,Stamford,2
34258,Rutgers,2
36436,parks,2
13352,ec364,2
22851,mfinale1,2
13353,senseless,2
18763,Keisha,2
19483,foundational,2
22439,fundraise,2
29006,renegotiate,2
18764,lt3,2
2331,obstructionists,2
29005,disproportionate,2
18766,pga4terry,2
36440,dreaming,2
25852,pair,2
18770,Deepest,2
34815,MansfieldRA,2
22856,Vicente,2
32110,cried,2
6217,Hamburg,2
39234,robust,2
14741,sunset,2
14740,Competing,2
7230,identify,2
25863,kdawnpatterson,2
6207,Lion,2
31818,nationally,2
18752,shawnrss,2
18753,MRbelzer,2
34819,McLeanGolf,2
25860,dalasner,2
22858,f,2
29014,Everytime,2
6211,GroverWindham,2
25131,iadoreem,2
18717,mattgiese,2
36414,costeffective,2
19495,claudiatenney,2
39281,arcuate,2
28643,ptarkkonen,2
14859,discusses,2
14858,mbabramson,2
25071,capture,2
39276,EMERGENCY,2
25074,marines,2
38767,approach,2
18691,VFWHQ,2
18692,VFWConvention,2
6105,tend,2
22427,outsourced,2
14848,A85,2
18693,Rockinar,2
22895,STNEntertain,2
25081,MrSilverScott,2
28641,guard,2
28639,httptcofs4PJLpgx6,2
18697,rebar,2
25064,chess,2
36398,WhiteHouse85,2
2310,conducting,2
29053,VICTIMS,2
14878,trumpdoral,2
6096,NYers,2
18677,worldnetdaily,2
34873,bureaucrats,2
7269,iPhoneDont,2
3083,Whitney,2
18679,PASTORS,2
13296,dealings,2
22418,cologne,2
14869,anxiety,2
36741,Kurtz,2
25063,figured,2
30173,autumnandews08,2
6107,blades,2
6138,Tru85,2
34844,Barney,2
18708,pursue,2
6121,POTUS2016,2
22887,Minimum,2
34246,savior,2
13327,Someday,2
6129,disadvantage,2
19497,disaster85,2
29040,jimrcottage,2
39264,LITTLE,2
25100,NYs,2
18714,Godspeed,2
6136,people85,2
6137,FiIibuster,2
14804,Russa,2
19496,NY22,2
14818,Facts,2
18707,skilled,2
25086,Cheney,2
3069,charisma,2
22893,GinaandersonRN,2
6108,gales,2
7251,calfofgod,2
14832,JoyceGoodman64,2
18702,H1B,2
13319,tarnished,2
18703,holders,2
41637,OpioidCrisis,2
25092,Abu,2
19500,unelectable,2
14825,pursuing,2
28645,filter,2
6114,rayaub,2
13323,echoes,2
31792,material,2
14456,30th,2
32020,independents,2
18919,whites,2
30124,Dropping,2
34506,ABFAlecBaldwin,2
36606,Svingali,2
2524,MGIFINC,2
42109,NicolleDWallace,2
25543,championed,2
38969,Raul,2
25545,raisedgave,2
25547,travelled,2
6801,Honolulus,2
22611,FlorenceNC,2
6799,performance85,2
6800,royalty,2
13961,EthaBrooke,2
6993,MERIT,2
25549,jaymztyler,2
25550,amateurs,2
13976,ASwoyer,2
6998,DylanHEndlich,2
6793,vulnerable,2
6790,harass,2
19147,alerted,2
22619,Polish,2
28809,pretends,2
13993,commonly,2
13992,Heads,2
2513,SOUTHCOM,2
31981,Shell,2
6784,Nadler,2
22617,Effect,2
13985,Waikiki,2
7008,messenger,2
13983,crystal,2
25701,FYI,2
34507,1950s,2
46836,kalevans,2
25551,Chaffetz,2
34385,plotting,2
31977,httpwwwtrumpcomGolfClubsWestchesterWestchesterasp,2
28799,JoselynMartinez,2
13677,Eight,2
38961,WAVE,2
13936,chat,2
13681,famously,2
6821,stabbing,2
2560,JoeyCarna,2
34493,10AJMcCarron,2
13929,stranded,2
19314,asleep,2
6984,MarthaRaddatz,2
13928,03,2
2700,Strasburg,2
34389,Youth,2
6823,refugee,2
22527,GOVERNOR,2
13922,scripted,2
13676,slob,2
6819,miller,2
30091,CONTINUES,2
19311,kathystone1221,2
6802,httptcovGGmsi0YJi,2
13954,ceases,2
13671,Tappersong,2
19313,Tried,2
34499,TNGC,2
22607,JonasBrothers,2
13673,karlrove,2
25557,fairways,2
13947,httptcoAvuLj7LVcO,2
13946,threaded,2
13945,yds,2
22606,nickjonas,2
28802,booth,2
31985,Carolla,2
6818,mac,2
30961,ROVE,2
36601,TELL,2
14102,TrumpForPresident2016,2
36676,affecting,2
30972,Agricultural,2
19113,balmedie,2
36586,bonds,2
34531,TSA,2
14066,instances,2
14064,trumpettes16,2
14063,ChateauEmissary,2
30131,acclaim,2
25507,Plane,2
14062,DLake66675,2
34529,Quit,2
25505,qualify,2
25506,denounce,2
28829,BOMB,2
6728,SInow,2
25710,Cobb,2
13626,GOODLATTE,2
7031,Greece,2
34536,Maggie,2
34537,Haberman,2
6698,Neighborhoods,2
25484,Rubenstein,2
14095,concrete,2
25485,TheEconomicClub,2
14093,Hurt,2
36579,SMARTEST,2
19103,quoted,2
28709,RLC,2
25488,liberation,2
14086,accordingly,2
14084,rockets,2
34540,wash,2
39003,tolls,2
6713,ineligible,2
19340,Vine,2
6732,300K,2
13631,DEMS,2
25529,hood,2
7012,StrzokPage,2
25522,equestrian,2
6759,meI,2
19137,rustyrockets,2
6761,celebrates,2
14012,GovtsTheProblem,2
7013,Docs,2
13645,1pmE,2
22519,lend,2
28827,Sloppy,2
22623,Travelers,2
25527,DallasVercillo,2
22520,Opportunity,2
6768,Sweden,2
13651,strongvoice,2
6769,reference,2
19142,Cooley,2
14018,America85,2
13642,DJ4Corners,2
14021,kmac5911,2
2725,betterwithfriends,2
13632,WONT,2
6735,gala,2
30970,bonn66,2
14046,Miamis,2
2494,downside,2
14042,opinionated,2
42077,reviewjournal,2
14040,fionacarterr,2
2495,upside,2
22514,milliondollar,2
38991,legalize,2
13637,WANT,2
25513,HCare,2
25708,Dowd,2
19126,HONOR,2
36667,commentator,2
25688,infiltrated,2
13921,Tammy,2
25610,Nieporte,2
19272,IMG,2
30103,NAACP,2
19270,httpstconypErcqFSU,2
13745,trivial,2
19221,NUCLEAR,2
6896,Revolution,2
6939,Emily,2
25611,qualifying,2
25616,Gonna,2
6897,now85,2
2603,bone,2
13820,hbo,2
32008,userback,2
25613,trounced,2
19268,Adjusting,2
6902,cent,2
19273,pageants,2
13828,Bushhe,2
6883,Wishes,2
6943,degraded,2
13725,Knock,2
19284,routine,2
2643,rumble,2
19281,definately,2
6871,Elgianne,2
28746,Attack,2
25602,trio,2
2638,drank,2
28781,ALIENS,2
28779,TrumpNewMedia,2
6947,Catholics,2
25605,NickFaldo006,2
25607,rydercup,2
28778,sentiment,2
32001,jamandatrtl,2
13815,HEART,2
22570,DROP,2
36616,JOHN,2
2618,strategically,2
30111,occur,2
2621,Risk,2
25634,Showcase,2
34427,younggbon,2
13764,Stakes,2
13784,Tom38Ts,2
22559,aberdeen,2
22552,kneeled,2
19226,Commemoration,2
30945,edited,2
34431,KY,2
6926,60minutes,2
22556,jobkilling,2
13780,outlet,2
32019,appeals,2
6921,Android4kmiddlebrook,2
19240,Dimon,2
34422,BradANGSA,2
19261,Mollie,2
38915,joking,2
25619,Robertson,2
32009,httptcoFAGNWXq4Xo,2
34421,accepts,2
28768,gochico,2
30112,Panhandle,2
32010,gaining,2
19227,Suresnes,2
22569,ParkerVotes,2
13755,library,2
25623,karenh129,2
25624,kathykphillips,2
36636,Whens,2
19234,Immediately,2
30948,perjury,2
19262,Hemingway,2
38933,LOSERS,2
13724,Tomorrows,2
19285,pressuring,2
13896,WartburgCollege,2
19181,stud,2
22594,reopening,2
19183,Mahal,2
2680,Turnberrygreat,2
6841,skating,2
34481,governors,2
34480,Seven,2
2679,SaveCulzean,2
13850,JessWiliem98,2
34479,BastilleDay,2
22592,Arrived,2
19301,instructed,2
6846,booking,2
13890,disqualified,2
19189,Con,2
28740,Sooooo,2
25573,Trump07052015,2
22595,greeted,2
19179,Cecily,2
25686,Marriage,2
13919,reminder,2
28796,births,2
22597,Bobturner9th,2
30093,kayleighmcenany,2
13691,RunForPresident,2
45490,advantages,2
6830,POLS,2
22596,NY9,2
19302,Reps,2
13694,Roseanne,2
13911,httptcortcowfJXQ2,2
6975,RedSox,2
13696,HORRIBLE,2
6832,lordmackie1,2
13909,impersonating,2
25682,wicked,2
36663,I85,2
25681,righteous,2
38941,VPBiden,2
36621,dailycaller,2
19200,temporary,2
30940,KathViner,2
19202,Apprenticenbc,2
19289,assure,2
13864,betting,2
13862,Dee,2
42240,solidify,2
28785,AGENT,2
19287,mariclaire81,2
13858,detrimental,2
13857,weeding,2
13856,thinkingthis,2
34462,00RSTW00,2
19208,STILL,2
13715,piano807,2
34471,innocents,2
13887,bowing,2
6857,Alien,2
6964,Paradise,2
2678,Experts,2
19191,Mosque,2
2569,GurningChimp,2
42149,flee,2
30118,donaldtrump2016,2
6852,MSGnyc,2
30095,maddow,2
19291,HOAXSTERS,2
13881,patterns,2
30096,Rachel,2
13879,riveting,2
2670,founding,2
6854,IBDinvestors,2
13875,nyposts,2
2751,Androidbahia6085,2
30073,genesimmons,2
18922,youTrump2016,2
18990,grt,2
14339,Scots,2
22494,JonathanHoenig,2
32072,Drilling,2
34638,10B,2
41910,Released,2
34637,kuuleme69,2
34636,MaxChupailo,2
22711,Learned,2
19378,Joe3957,2
25361,herloser,2
14325,thejbrain,2
34341,discover,2
6496,Cheryl,2
2854,0Source,2
14322,merge,2
25363,400000,2
6491,Crossfire,2
39082,Ballroom,2
41905,williebosshog,2
18982,bubble,2
28909,amen,2
6474,qualities,2
25341,lasting,2
14360,Emin,2
25342,TAlcornVan,2
22722,Into,2
14355,blaming,2
6479,JohnDuthie1,2
19386,Jackie,2
14352,Liddle,2
36526,twins44,2
7115,180,2
14350,tying,2
7114,American85,2
34644,Expecting,2
45600,glimpse,2
25754,AmericaTrump2016,2
13524,kristinkgl,2
19376,realDonaldT85,2
22695,JohnnyDamon,2
36547,Georgetown,2
14283,iPhoneThis,2
25392,BJKizer74,2
6530,purse,2
28893,staffers,2
7081,unified,2
14275,iPhoneCongratulations,2
14317,HOW,2
19375,dozens,2
2835,finder,2
34609,10M,2
39055,zinger,2
6542,ALMOST,2
30141,Prix,2
7078,swamp,2
31914,Rockaways,2
14291,iPhoneA,2
6522,Joining,2
25382,BetaLook,2
7084,impossibilities,2
25368,Saint,2
2853,142018,2
2852,362017,2
34343,sea,2
22704,CNBCClosingBell,2
42325,Aussie,2
19001,outage,2
2851,222016,2
2850,Warships2015,2
19007,milestones,2
2846,Branch,2
41937,convincing,2
13546,depending,2
2837,Hershey,2
30047,15th,2
18968,disqualifying,2
22510,DatDudeHead,2
38830,topping,2
28687,smerconish,2
25779,18000,2
22744,Trumpfan,2
14423,httptcodk2mAA5PU7,2
19400,intimidated,2
22741,wondered,2
28933,hosp,2
14419,Jexodus,2
13502,Fracking,2
22740,LBabcock2,2
14417,antiSemitism,2
13498,Expect,2
25772,protect85,2
18943,GOPConventionAmericaFirst,2
45381,minus,2
22739,datelinenbc,2
7144,narcotics,2
19404,joepassov,2
14428,polled,2
34673,postponed,2
34685,obligations,2
18924,soaring,2
7149,Maduro,2
19409,SavannahGuthrie,2
14447,flourish,2
41853,FRIENDS,2
14445,Socialist,2
39119,Bangor,2
2908,Wichita,2
39114,httptco2moKbYMYDa,2
36513,Warning,2
31008,Sox,2
28938,LOVING,2
28686,elkaneh,2
31884,OREGON,2
34668,RESTORE,2
28931,AnnieDrews,2
28913,larrykudlow,2
31003,firms,2
7125,narendramodi,2
2433,petrified,2
7120,seniors,2
14392,departed,2
22732,outlays,2
14387,MarcoRubio,2
14386,prevailed,2
22730,indignant,2
13504,POTUSs,2
28917,tonyarolandtr,2
18961,Cherokee,2
25762,RightlyNews,2
22727,sketch,2
13523,velvet2708,2
18966,JAW44444,2
34655,stress,2
36518,Saved,2
13513,NationalGuard,2
14395,savaged,2
14396,radicals,2
41872,Abedinis,2
19395,SenScottBrown,2
14410,sovereign,2
6925,cbs,2
14409,IndoPacific,2
14407,travels,2
25768,Q1,2
30038,WayneNewtonMrLV,2
25322,Romneywho,2
18950,substitute,2
25767,RepDanDonovan,2
7135,VoteMarsha,2
28925,degenerates,2
34663,ambassadorship,2
7134,JW,2
25399,Gaga,2
2823,CPW,2
25401,SuperPAC,2
14156,Farrell,2
6639,385,2
36569,images,2
19074,NationalDayOfPrayer,2
2775,Design,2
28853,recuperating,2
25720,Handle,2
34571,taylorj0103,2
28851,disavowed,2
19081,snd,2
42290,urgently,2
6655,exxonmobil,2
14149,BDubLasVegas,2
6659,embracing,2
14147,derekcarlson,2
28849,perverts,2
30979,Clarence,2
19071,MikeTokes,2
7042,PresidentTrump2016,2
25448,KhadeejaNicolle,2
36567,Bankrupt,2
19351,httptcoRl6qWCtQZi,2
39024,thoughtlessness,2
45400,innovatively,2
6628,teens,2
42004,Viewership,2
42005,covfefe,2
19065,pockets,2
25722,youngsellz4,2
2780,danywasking,2
13599,Bchipper83,2
2778,httptcoXovcybFo0P,2
14169,Agriculture,2
42009,Sixteen,2
19069,confined,2
29693,Chuffman48,2
19080,vacuum,2
34565,JediJerad,2
14261,ADMINISTRATION,2
31952,LEADING,2
2758,sues,2
31950,USED,2
19093,CNTravelers,2
13618,sinking,2
25478,Founder,2
31951,ISNT,2
6674,VinnyGooch,2
14112,Domain,2
6667,analyzing,2
13619,sanctity,2
14111,Eminent,2
28843,Friend,2
14109,headway,2
14107,Briefed,2
34549,Havent,2
6684,Weighs,2
19090,specific,2
19344,businessthe,2
42285,1k,2
25472,FORWARD,2
13606,interfering,2
13607,undermine,2
19082,dealmaking,2
34563,equally,2
13608,adamsteinbaugh,2
34562,Condolences,2
34560,basket,2
36680,branch,2
19085,GES2017,2
24956,Expand,2
25467,inaccessible,2
19086,DannyYoure,2
22508,Oct,2
14128,PaulManafort,2
25471,MOVE,2
6624,Nieto,2
2476,RepMattSalmon,2
28859,AndroidAllenWronowski,2
25421,pleading,2
7072,BetsyDeVos,2
2459,insulted,2
19038,Napoleon,2
7069,debacle,2
14239,eligibility,2
25419,Glen,2
19039,Bonaparte,2
7068,trainwreck,2
7051,jeopardy,2
22680,situationwill,2
31924,QQueenLLouise,2
28882,ex,2
14232,mobile,2
19367,ReversingASD,2
2460,Pennsylvanias,2
31925,misconduct,2
7074,revitalize,2
25413,complacent,2
7076,promise85,2
38845,GeorgeTakei,2
13555,TOMORROW,2
38844,FOXSports,2
19371,swap,2
25406,docs,2
25744,TarekR,2
39051,execute,2
22687,generator,2
14254,Apprentices,2
42316,HuffPostMedia,2
42315,GeoScarborough,2
45585,"uc0u9829
f0",2
36552,AndroidNatashaOwnfan,2
6560,Women4Trump,2
25412,habits,2
34350,facebook,2
25425,exercises,2
19364,Renovation,2
6582,banning,2
13586,terminating,2
6603,loveandgarbage,2
19357,panic,2
31937,graces,2
22502,Matteo5anchez,2
41993,boyfriend,2
41994,rocks,2
34585,MAGNIFICENT,2
36564,SharNeal,2
34584,Minorities,2
31941,Affordable,2
6616,seizing,2
7059,sincere,2
31943,WKCDOGS,2
34582,IDF,2
14183,Resolution,2
22669,SF,2
28870,mayorgas,2
22677,suppressing,2
19358,SHAQ,2
7064,yep,2
22676,LeftWing,2
13579,Disclosure,2
41985,realDonaldTrump01132015,2
34590,phoner,2
2798,Avenues,2
25432,trumpsupporter,2
13580,Form,2
34587,httptcoCMFrwv0P5t,2
14209,Asians,2
14208,historically,2
19053,wks,2
32067,western,2
14206,quarterly,2
7060,frustrated,2
2431,irrationally,2
45401,Mad,2
24955,downhill,2
4818,norm,2
31211,Surges,2
3828,eyesore,2
31210,reidepstein,2
17795,ventures,2
24104,Stein,2
35543,Ashbash032,2
24106,undecided,2
35541,recording,2
4816,MargaretCrowth1,2
35537,welcomed,2
24079,irresponsible,2
4825,regulatory,2
23420,deduct,2
31205,ValetaSue57,2
16598,ClientSuccess,2
31204,TortureReport,2
17807,persuading,2
39842,ABFalecbaldwin,2
16589,climb,2
17813,gloves,2
24094,barackobama,2
17786,Redding,2
17784,Profit,2
17782,AndroidNotNotTildaSwin,2
17769,MooreReva,2
16657,CHANCE,2
39861,TENNESSEE,2
3866,map,2
31439,RollingStone,2
40563,BetaWhile,2
40564,overtake,2
16648,deciding,2
17776,Gabriela,2
16646,Play,2
16645,athletic,2
17777,Isler,2
39860,Often,2
3856,pasthe,2
4807,Trumping,2
29493,butt,2
16634,teleconference,2
4810,robocall,2
16632,tattoo,2
3804,DevinNunes,2
3802,KNOWN,2
3790,Sioux,2
16552,TrumpUSA16,2
40629,Theresa,2
16549,CJM8112,2
35511,Indonesia,2
16546,Billings,2
24148,klnynews,2
4861,Moss,2
29793,Sikhs,2
3760,controversy,2
17834,POLITICIANS,2
40636,presenting,2
3759,evokes,2
29794,Jains,2
17837,Frankly,2
39832,arrive,2
4867,Sally,2
29795,Diya,2
4868,Yates,2
24159,Hurry,2
17842,closure,2
39836,bull,2
16553,expertise,2
16582,Ties,2
40628,httptcopwsw51dqMW,2
16581,garthdahdah,2
17819,CFPB,2
4829,AllenWronowski,2
16576,littlevd23,2
40615,"u56833
f0",2
4834,thinker,2
3786,calculate,2
24139,Clownstick,2
16570,snubbed,2
16569,slaw116,2
24140,coined,2
31451,iPhoneMakeAmericaGreatAgain,2
3772,Terramarkov16,2
16564,exoneration,2
29791,observed,2
29481,Announcement,2
4843,ConConBonBon7,2
3763,NEVADA,2
29792,Buddhists,2
3876,Vanessa,2
24078,fiscally,2
17844,WWEs,2
4706,blatant,2
23475,rises,2
31225,CrossroadsGPS,2
23470,AndroidKnight276,2
16771,httptcoAFxKhHrpSM,2
4700,Madonna,2
16767,newhampshirecomTickets,2
24018,MichaelRubinton,2
35608,httpstcorWl5aSpY3O,2
40494,Fascinating,2
3912,saddled,2
16667,stressed,2
31422,suew777,2
29521,Detain,2
39896,OBAMACARE,2
16755,HenschOnTheHill,2
24026,Blakeman,2
29519,Migrants,2
16747,tug,2
24032,Stanley,2
39889,fits,2
35997,RonnieMemo,2
4684,Neilyoung,2
23479,mightily,2
35993,TeaPartyOrg,2
17686,nhiop,2
29759,Beagle5iver,2
16808,hatchet,2
31410,Commissions,2
40467,crumble,2
29536,pullout,2
4666,KevinMartinRI,2
29534,roles,2
4671,expense,2
17689,changeits,2
23486,DIGENOVA,2
17691,sucking,2
17692,wiseguys,2
40474,systematic,2
23485,frame,2
17695,MIA,2
17697,54,2
16789,Androidtamx0,2
35992,TeaPartyExpress,2
39887,Brewer,2
39886,Rowanne,2
16738,WA,2
36020,SOMETIMES,2
4746,pursuit,2
35579,maw,2
23445,fry,2
36021,INVESTMENTS,2
29508,lt,2
17754,Lifestyle,2
31219,FACE,2
16688,shambles,2
35570,FraudNewsCNN,2
17758,jorgekb,2
35567,Naples,2
16679,BBPACK,2
4757,Bahamas,2
4759,823,2
36028,underemployment,2
4766,AL,2
24075,DADDY,2
17766,compassion,2
31435,Justice41ca,2
16701,pulse,2
17746,bashed,2
31425,Division,2
24053,AndersonCooper,2
16735,dpal1996,2
24039,presidant,2
29516,TeaParty,2
16731,WusongTweet,2
16730,manofsteel619,2
24041,FARMERS,2
16726,JLin7,2
40520,Clark,2
16723,Index,2
16720,microphone,2
4731,GotMade,2
3891,NoradNorthcom,2
16716,audio,2
31427,1994,2
36016,onceinageneration,2
17742,HeatherChilders,2
17744,Gerald,2
24051,minister,2
29510,traditional,2
16527,Jnakes77,2
17845,XXIX,2
17685,NECouncil,2
35440,michaltellos,2
24254,GOPLeader,2
35443,rambling,2
39787,genetic,2
5023,Torontos,2
3700,lawn,2
23368,Directors,2
29422,BIGGER,2
5032,charleyUfarley,2
5033,Innocent,2
24261,Partys,2
29817,peninsula,2
5041,NewEngCollege,2
24264,statistically,2
17929,PacificCommandRemember,2
16322,Lorenzo,2
16321,fam,2
17931,USSArizonaA,2
3685,Wonder,2
24265,1237,2
29820,ThomRipley,2
40744,SYRACUSE,2
24252,SuperCommittee,2
16345,JimInhofe,2
40742,AndroidKatebug7777777,2
39792,selfdestruct,2
3707,spewing,2
3704,Nang,2
35448,RULE,2
24246,notify,2
5006,MrMet41,2
3703,Da,2
35446,nite,2
40737,intensity,2
5010,pts,2
5011,outperforming,2
40738,HunterBalthazor,2
17918,Riding,2
17919,Storms,2
31493,Faster,2
23371,jcpost,2
29426,description,2
24250,Violence,2
16347,boldly,2
17934,Refreshing,2
39779,frankness,2
31178,trumpwinerys,2
40785,httpwwwtrumpthinklikeachampioncomcontest,2
16271,Airways,2
35421,routing,2
16269,pros,2
16267,with85,2
5115,Emirates,2
23346,heal,2
16262,PeoplesCompany,2
16260,Expo,2
16259,Investment,2
16258,Land,2
39761,unscheduled,2
16256,Lawyers,2
16255,CASE,2
24298,Followers,2
29397,MEXICAN,2
16252,Whose,2
31174,Elliotg1959,2
23343,fumbling,2
16248,httptcouc4gyL2tDO,2
29824,TrumpGolfDCs,2
5098,replaces,2
40763,Woman,2
31514,Cam,2
46118,Ninth,2
24273,Bighorn,2
24274,Knee,2
5067,hides,2
31507,JeffJeffsc777,2
46115,BorderWall,2
31508,Timing,2
24277,garb,2
24279,programming,2
5077,congressional,2
3678,teedchris,2
23357,soonTrump2016,2
24282,BRILLIANT,2
16289,430,2
24284,"u56520
f0",2
40778,reestablish,2
36083,HIRE,2
23354,PaulaDuvall2,2
35426,SOUTH,2
5000,PERSON,2
4996,HANDS,2
4878,booed,2
16463,NBCs,2
4918,jenlynette,2
16478,paycheck,2
17864,Univ,2
4921,communicating,2
24188,Jill,2
24190,rips,2
16470,Families,2
16467,Refuse,2
31469,economize,2
31470,brevity,2
4995,SHOWS,2
31190,CR,2
24197,ELECTIONS,2
24198,noticed,2
16456,Dicky,2
16455,6PM,2
16453,AmandaKnox,2
16450,RealCoachHodge,2
40685,decides,2
31474,hardened,2
4910,dr85,2
23403,prosecution,2
4907,Novartis,2
29466,motivating,2
4882,35000,2
4884,17500,2
17849,innercities,2
29800,rerun,2
24167,BobSmit98038199,2
17852,Pruitt,2
3742,httptcoZC0boYWu,2
24174,ChloeEliise,2
4888,1221,2
4893,1900,2
4894,jamiejmcintyre,2
24176,dirtmeister,2
16496,LIKES,2
24177,rounded,2
24178,MarvinEscobars,2
29467,amspec,2
23404,intriguing,2
4903,SecAzar,2
17859,TheOaklandPress,2
24202,915,2
35477,WTO,2
16440,MiamiNewTimes,2
35458,Bid,2
17896,Nuke,2
17897,functioning,2
39803,EdwardFCox,2
16401,Servers,2
4973,OBAMAS,2
4974,MISTAKES,2
29445,accomplishing,2
31185,regret,2
24233,Businessman,2
31184,SurferBobRaider,2
16393,johnsiracusa,2
35453,ErikAunapuu,2
23379,Parks,2
16388,insiders,2
16387,debateMakeAmericaGreatAgain,2
29440,AdverTina,2
23376,Nets,2
29437,flattered,2
24241,httptco38ZYbpj4t3,2
23382,Kids,2
24226,httptco7cN2yzp8mN,2
29808,AndroidDid,2
29449,Rodolfo,2
16438,AlabamaFTBL,2
24206,KimKardashian,2
40693,Animals,2
35474,brwneyesnbama,2
17879,SteveKingIAs,2
17881,24th,2
24212,RobbReport,2
16429,Studies,2
3727,Fund,2
35468,overrode,2
39812,RepublicanDebate,2
16423,Christ,2
17886,petewaite976,2
24219,wears,2
3726,Idea,2
23385,Athletic,2
29451,Moya,2
29450,Rosas,2
4960,tournaments,2
35630,PresidentRuvi,2
23991,DurangoRick,2
15068,DonnySmith557,2
23600,Hacks,2
23604,105,2
17207,threw,2
31270,COMMUNITIES,2
31269,TAXES,2
31268,CMILLE,2
4060,DEPLORABLES,2
23771,Speaks,2
23774,BlackBerryVia,2
29638,EASTERN,2
29637,1200,2
17239,jessibee35,2
23779,httptco4UcpdSS8qK,2
17188,ObamaClinton,2
23597,JoeTorre,2
23783,ammo,2
17511,taylorswift13,2
17180,Auto,2
17514,Taylor,2
4319,magnificently,2
23788,17year,2
23605,incumbent,2
17212,07,2
29713,Tova,2
17214,Isreal,2
17237,jenilynn1001,2
17236,throat,2
31321,FuturisticHub,2
35796,Ladens,2
31322,Term,2
35795,Seals,2
23755,execs,2
17230,crafting,2
35794,AntonioAnnesi,2
35902,ATTACKS,2
40206,servers,2
17484,AlCardenasACU,2
29648,crossed,2
4298,beaches,2
4300,Hawaiis,2
29712,Shana,2
23610,TBN,2
17488,jeb,2
40212,httptcoE2BnVQeO0M,2
17516,MikeSington,2
17174,playoff,2
35915,disrupt,2
23804,Texts,2
4346,brighter,2
4349,HELSINKI2018,2
29625,NYConf,2
17134,Edwards,2
23810,wallsburg,2
40261,Sage,2
29620,weighs,2
17537,enduring,2
17539,poses,2
23580,FORGOT,2
17119,Element,2
4027,WHITE,2
4025,STATEMENT,2
23577,immensely,2
40011,Trump2016SuperSaturday,2
35741,inviting,2
29616,wonders,2
4375,jurisdictions,2
31349,PacificCommand,2
4045,Pictures,2
4339,locations,2
17518,Dem85,2
17144,EVENING,2
17171,RGIII,2
35764,KimStrassel,2
17168,HNJAD,2
23591,Female,2
31337,AKudej25,2
17160,withstand,2
31338,PleaseRun,2
4329,Expo2020,2
17525,IvoryRymes,2
23798,Losses,2
17154,avoided,2
4047,MontesKitchen,2
40249,rhetorical,2
17151,Feel,2
23800,walltowall,2
17149,CLEAN,2
40026,1976,2
23801,newscasters,2
17528,WHCD,2
4089,illusiverealm,2
23751,battleground,2
23825,truthinvest,2
23697,reined,2
35848,journalistic,2
35847,scrutiny,2
35871,Warhol,2
35845,forgery,2
35872,VincentKunicki,2
17350,BuffaloBills,2
17417,exceeds,2
17419,relentlessly,2
35837,choke,2
35875,Helping,2
46417,distinction,2
4170,fundraises,2
17338,dryan5962,2
17335,ATTACK,2
23703,skyrocket,2
17333,reader,2
40150,alot,2
40152,Mideast,2
17328,felons,2
17429,Score,2
40129,imbalance,2
17358,httptcorC8JO7Fzqx,2
35850,LordSugaryou,2
40102,slap,2
17397,nonpolitician,2
23671,30M,2
17399,Professional,2
40117,Androidkmcs1957,2
35859,LONGER,2
4210,Celebrated,2
23665,BringBackOurMarine,2
17401,grain,2
35856,FEW,2
17379,2pm,2
4219,httptco2mPwSPrDtz,2
29688,sirtyro,2
17375,LyinTed,2
17403,Multiple,2
17373,countless,2
17372,GRATEFUL,2
17371,Consulate,2
4197,fading,2
4230,d85,2
17430,httptcoUuoXEU8V,2
17323,Hater,2
29677,diplomats,2
40075,Androidbelllabooo13,2
29660,hufseyg,2
17278,sickness,2
23730,007lLisav,2
35814,richest,2
40065,HelpUServe,2
17267,elevated,2
4281,12B,2
35896,Finalizes,2
17263,pat,2
23623,BarackObamahe,2
4282,insurers,2
23741,expires,2
23622,dumped,2
17258,Quinnipiac,2
23621,uptownfrills,2
4121,Rates,2
17252,Suzanne,2
17247,viewership,2
17244,dull,2
23633,Saban,2
23726,unfairness,2
23708,dispute,2
17287,committing,2
17320,partnership,2
17318,Sisi,2
31301,bonkers,2
17314,yourefired,2
4254,yourselfor,2
17311,unrelenting,2
23644,Vast,2
